timestamp,time,temperature,target_temp,kp,ki,kd,control_period,max_duty,pid_output,error,integral_error,derivative_error,heat_input,heat_loss
1759158492571,2025-09-29 23:08:12.571,24.53,28.0,1.0,0.08,0.05,100,100,12.49,4.5,100.0,-0.15,0.187,0.03
1759158497571,2025-09-29 23:08:17.571,23.12,28.0,1.0,0.08,0.05,100,100,11.46,3.47,100.0,-0.21,0.172,0.051
1759158502571,2025-09-29 23:08:22.571,21.89,28.0,1.0,0.08,0.05,100,100,12.89,4.88,100.0,0.28,0.193,0.022
1759158507571,2025-09-29 23:08:27.571,22.99,28.0,1.0,0.08,0.05,100,100,14.12,6.11,100.0,0.25,0.212,-0.002
1759158512571,2025-09-29 23:08:32.571,23.1,28.0,1.0,0.08,0.05,100,100,12.99,5.01,100.0,-0.22,0.195,0.02
1759158517571,2025-09-29 23:08:37.571,21.06,28.0,1.0,0.08,0.05,100,100,12.9,4.9,100.0,-0.02,0.194,0.022
1759158522571,2025-09-29 23:08:42.571,20.82,28.0,1.0,0.08,0.05,100,100,14.96,6.94,100.0,0.41,0.224,-0.019
1759158527571,2025-09-29 23:08:47.571,20.6,28.0,1.0,0.08,0.05,100,100,15.19,7.18,100.0,0.05,0.228,-0.024
1759158532571,2025-09-29 23:08:52.571,20.7,28.0,1.0,0.08,0.05,100,100,15.4,7.4,100.0,0.04,0.231,-0.028
1759158537571,2025-09-29 23:08:57.571,22.3,28.0,1.0,0.08,0.05,100,100,15.3,7.3,100.0,-0.02,0.23,-0.026
1759158542571,2025-09-29 23:09:02.571,23.57,28.0,1.0,0.08,0.05,100,100,13.68,5.7,100.0,-0.32,0.205,0.006
1759158547571,2025-09-29 23:09:07.571,22.87,28.0,1.0,0.08,0.05,100,100,12.42,4.43,100.0,-0.25,0.186,0.031
1759158552571,2025-09-29 23:09:12.571,22.13,28.0,1.0,0.08,0.05,100,100,13.13,5.13,100.0,0.14,0.197,0.017
1759158557571,2025-09-29 23:09:17.571,24.49,28.0,1.0,0.08,0.05,100,100,13.88,5.87,100.0,0.15,0.208,0.003
1759158562571,2025-09-29 23:09:22.571,24.99,28.0,1.0,0.08,0.05,100,100,11.48,3.51,100.0,-0.47,0.172,0.05
1759158567571,2025-09-29 23:09:27.571,27.67,28.0,1.0,0.08,0.05,100,100,11.0,3.01,100.0,-0.1,0.165,0.06
1759158572571,2025-09-29 23:09:32.571,25.32,28.0,1.0,0.08,0.05,100,100,8.3,0.33,100.0,-0.54,0.125,0.113
1759158577571,2025-09-29 23:09:37.571,26.58,28.0,1.0,0.08,0.05,100,100,10.7,2.68,100.0,0.47,0.161,0.066
1759158582571,2025-09-29 23:09:42.571,24.71,28.0,1.0,0.08,0.05,100,100,9.41,1.42,100.0,-0.25,0.141,0.092
1759158587571,2025-09-29 23:09:47.571,23.14,28.0,1.0,0.08,0.05,100,100,11.31,3.29,100.0,0.37,0.17,0.054
1759158592571,2025-09-29 23:09:52.571,21.05,28.0,1.0,0.08,0.05,100,100,12.88,4.86,100.0,0.31,0.193,0.023
1759158597571,2025-09-29 23:09:57.571,20.51,28.0,1.0,0.08,0.05,100,100,14.97,6.95,100.0,0.42,0.225,-0.019
1759158602571,2025-09-29 23:10:02.571,18.26,28.0,1.0,0.08,0.05,100,100,15.5,7.49,100.0,0.11,0.232,-0.03
1759158607571,2025-09-29 23:10:07.571,18.17,28.0,1.0,0.08,0.05,100,100,17.76,9.74,100.0,0.45,0.266,-0.075
1759158612571,2025-09-29 23:10:12.571,18.11,28.0,1.0,0.08,0.05,100,100,17.83,9.83,100.0,0.02,0.267,-0.077
1759158617571,2025-09-29 23:10:17.571,17.83,28.0,1.0,0.08,0.05,100,100,17.89,9.89,100.0,0.01,0.268,-0.078
1759158622571,2025-09-29 23:10:22.571,20.3,28.0,1.0,0.08,0.05,100,100,18.18,10.17,100.0,0.06,0.273,-0.083
1759158627571,2025-09-29 23:10:27.571,23.3,28.0,1.0,0.08,0.05,100,100,15.68,7.7,100.0,-0.49,0.235,-0.034
1759158632571,2025-09-29 23:10:32.571,23.22,28.0,1.0,0.08,0.05,100,100,12.67,4.7,100.0,-0.6,0.19,0.026
1759158637571,2025-09-29 23:10:37.571,24.59,28.0,1.0,0.08,0.05,100,100,12.78,4.78,100.0,0.02,0.192,0.024
1759158642571,2025-09-29 23:10:42.571,25.79,28.0,1.0,0.08,0.05,100,100,11.39,3.41,100.0,-0.27,0.171,0.052
1759158647571,2025-09-29 23:10:47.571,24.49,28.0,1.0,0.08,0.05,100,100,10.2,2.21,100.0,-0.24,0.153,0.076
1759158652571,2025-09-29 23:10:52.571,24.47,28.0,1.0,0.08,0.05,100,100,11.52,3.51,100.0,0.26,0.173,0.05
1759158657571,2025-09-29 23:10:57.571,23.87,28.0,1.0,0.08,0.05,100,100,11.53,3.53,100.0,0.0,0.173,0.049
1759158662571,2025-09-29 23:11:02.571,23.26,28.0,1.0,0.08,0.05,100,100,12.14,4.13,100.0,0.12,0.182,0.037
1759158667571,2025-09-29 23:11:07.571,22.37,28.0,1.0,0.08,0.05,100,100,12.74,4.74,100.0,0.12,0.191,0.025
1759158672571,2025-09-29 23:11:12.571,22.44,28.0,1.0,0.08,0.05,100,100,13.64,5.63,100.0,0.18,0.205,0.007
1759158677571,2025-09-29 23:11:17.571,24.64,28.0,1.0,0.08,0.05,100,100,13.56,5.56,100.0,-0.01,0.203,0.009
1759158682571,2025-09-29 23:11:22.571,24.56,28.0,1.0,0.08,0.05,100,100,11.34,3.36,100.0,-0.44,0.17,0.053
1759158687571,2025-09-29 23:11:27.571,23.73,28.0,1.0,0.08,0.05,100,100,11.44,3.44,100.0,0.02,0.172,0.051
1759158692571,2025-09-29 23:11:32.571,22.45,28.0,1.0,0.08,0.05,100,100,12.28,4.27,100.0,0.17,0.184,0.035
1759158697571,2025-09-29 23:11:37.571,21.34,28.0,1.0,0.08,0.05,100,100,13.56,5.55,100.0,0.26,0.203,0.009
1759158702571,2025-09-29 23:11:42.571,22.54,28.0,1.0,0.08,0.05,100,100,14.67,6.66,100.0,0.22,0.22,-0.013
1759158707571,2025-09-29 23:11:47.571,21.01,28.0,1.0,0.08,0.05,100,100,13.45,5.46,100.0,-0.24,0.202,0.011
1759158712571,2025-09-29 23:11:52.571,19.9,28.0,1.0,0.08,0.05,100,100,15.0,6.99,100.0,0.31,0.225,-0.02
1759158717571,2025-09-29 23:11:57.571,20.55,28.0,1.0,0.08,0.05,100,100,16.11,8.1,100.0,0.22,0.242,-0.042
1759158722571,2025-09-29 23:12:02.571,20.76,28.0,1.0,0.08,0.05,100,100,15.45,7.45,100.0,-0.13,0.232,-0.029
1759158727571,2025-09-29 23:12:07.571,19.05,28.0,1.0,0.08,0.05,100,100,15.24,7.24,100.0,-0.04,0.229,-0.025
1759158732571,2025-09-29 23:12:12.571,18.13,28.0,1.0,0.08,0.05,100,100,16.96,8.95,100.0,0.34,0.254,-0.059
1759158737571,2025-09-29 23:12:17.571,20.38,28.0,1.0,0.08,0.05,100,100,17.88,9.87,100.0,0.18,0.268,-0.077
1759158742571,2025-09-29 23:12:22.571,20.67,28.0,1.0,0.08,0.05,100,100,15.59,7.62,100.0,-0.45,0.234,-0.032
1759158747571,2025-09-29 23:12:27.571,18.46,28.0,1.0,0.08,0.05,100,100,15.33,7.33,100.0,-0.06,0.23,-0.027
1759158752571,2025-09-29 23:12:32.571,15.33,28.0,1.0,0.08,0.05,100,100,17.56,9.54,100.0,0.44,0.263,-0.071
1759158757571,2025-09-29 23:12:37.571,15.65,28.0,1.0,0.08,0.05,100,100,20.7,12.67,100.0,0.63,0.31,-0.133
1759158762571,2025-09-29 23:12:42.571,16.72,28.0,1.0,0.08,0.05,100,100,20.35,12.35,100.0,-0.06,0.305,-0.127
1759158767571,2025-09-29 23:12:47.571,19.08,28.0,1.0,0.08,0.05,100,100,19.27,11.28,100.0,-0.21,0.289,-0.106
1759158772571,2025-09-29 23:12:52.571,18.55,28.0,1.0,0.08,0.05,100,100,16.9,8.92,100.0,-0.47,0.253,-0.058
1759158777571,2025-09-29 23:12:57.571,19.41,28.0,1.0,0.08,0.05,100,100,17.45,9.45,100.0,0.11,0.262,-0.069
1759158782571,2025-09-29 23:13:02.571,21.73,28.0,1.0,0.08,0.05,100,100,16.58,8.59,100.0,-0.17,0.249,-0.052
1759158787571,2025-09-29 23:13:07.571,21.61,28.0,1.0,0.08,0.05,100,100,14.25,6.27,100.0,-0.46,0.214,-0.005
1759158792571,2025-09-29 23:13:12.571,20.91,28.0,1.0,0.08,0.05,100,100,14.39,6.39,100.0,0.02,0.216,-0.008
1759158797571,2025-09-29 23:13:17.571,23.41,28.0,1.0,0.08,0.05,100,100,15.1,7.09,100.0,0.14,0.226,-0.022
1759158802571,2025-09-29 23:13:22.571,25.04,28.0,1.0,0.08,0.05,100,100,12.57,4.59,100.0,-0.5,0.188,0.028
1759158807571,2025-09-29 23:13:27.571,24.57,28.0,1.0,0.08,0.05,100,100,10.94,2.96,100.0,-0.33,0.164,0.061
1759158812571,2025-09-29 23:13:32.571,23.93,28.0,1.0,0.08,0.05,100,100,11.43,3.43,100.0,0.09,0.171,0.051
1759158817571,2025-09-29 23:13:37.571,21.89,28.0,1.0,0.08,0.05,100,100,12.07,4.07,100.0,0.13,0.181,0.039
1759158822571,2025-09-29 23:13:42.571,21.04,28.0,1.0,0.08,0.05,100,100,14.13,6.11,100.0,0.41,0.212,-0.002
1759158827571,2025-09-29 23:13:47.571,20.59,28.0,1.0,0.08,0.05,100,100,14.96,6.96,100.0,0.17,0.224,-0.019
1759158832571,2025-09-29 23:13:52.571,26.2,28.0,1.0,0.08,0.05,100,100,15.41,7.41,100.0,0.09,0.231,-0.028
1759158837571,2025-09-29 23:13:57.571,26.31,28.0,1.0,0.08,0.05,100,100,9.75,1.8,100.0,-1.12,0.146,0.084
1759158842571,2025-09-29 23:14:02.571,25.27,28.0,1.0,0.08,0.05,100,100,9.69,1.69,100.0,-0.02,0.145,0.086
1759158847571,2025-09-29 23:14:07.571,24.57,28.0,1.0,0.08,0.05,100,100,10.74,2.73,100.0,0.21,0.161,0.065
1759158852571,2025-09-29 23:14:12.571,22.07,28.0,1.0,0.08,0.05,100,100,11.44,3.43,100.0,0.14,0.172,0.051
1759158857571,2025-09-29 23:14:17.571,18.37,28.0,1.0,0.08,0.05,100,100,13.96,5.93,100.0,0.5,0.209,0.001
1759158862571,2025-09-29 23:14:22.571,19.46,28.0,1.0,0.08,0.05,100,100,17.66,9.63,100.0,0.74,0.265,-0.073
1759158867571,2025-09-29 23:14:27.571,18.78,28.0,1.0,0.08,0.05,100,100,16.53,8.54,100.0,-0.22,0.248,-0.051
1759158872571,2025-09-29 23:14:32.571,21.44,28.0,1.0,0.08,0.05,100,100,17.22,9.22,100.0,0.13,0.258,-0.064
1759158877571,2025-09-29 23:14:37.571,23.21,28.0,1.0,0.08,0.05,100,100,14.53,6.56,100.0,-0.53,0.218,-0.011
1759158882571,2025-09-29 23:14:42.571,22.16,28.0,1.0,0.08,0.05,100,100,12.78,4.79,100.0,-0.35,0.192,0.024
1759158887571,2025-09-29 23:14:47.571,22.24,28.0,1.0,0.08,0.05,100,100,13.85,5.84,100.0,0.21,0.208,0.003
1759158892571,2025-09-29 23:14:52.571,22.91,28.0,1.0,0.08,0.05,100,100,13.76,5.76,100.0,-0.02,0.206,0.005
1759158897571,2025-09-29 23:14:57.571,22.09,28.0,1.0,0.08,0.05,100,100,13.09,5.09,100.0,-0.13,0.196,0.018
1759158902571,2025-09-29 23:15:02.571,23.49,28.0,1.0,0.08,0.05,100,100,13.92,5.91,100.0,0.16,0.209,0.002
1759158907571,2025-09-29 23:15:07.571,22.16,28.0,1.0,0.08,0.05,100,100,12.49,4.51,100.0,-0.28,0.187,0.03
1759158912571,2025-09-29 23:15:12.571,21.52,28.0,1.0,0.08,0.05,100,100,13.85,5.84,100.0,0.27,0.208,0.003
1759158917571,2025-09-29 23:15:17.571,22.48,28.0,1.0,0.08,0.05,100,100,14.48,6.48,100.0,0.13,0.217,-0.01
1759158922571,2025-09-29 23:15:22.571,21.07,28.0,1.0,0.08,0.05,100,100,13.51,5.52,100.0,-0.19,0.203,0.01
1759158927571,2025-09-29 23:15:27.571,20.18,28.0,1.0,0.08,0.05,100,100,14.95,6.93,100.0,0.28,0.224,-0.019
1759158932571,2025-09-29 23:15:32.571,20.17,28.0,1.0,0.08,0.05,100,100,15.82,7.82,100.0,0.18,0.237,-0.036
1759158937571,2025-09-29 23:15:37.571,17.44,28.0,1.0,0.08,0.05,100,100,15.83,7.83,100.0,0.0,0.237,-0.037
1759158942571,2025-09-29 23:15:42.571,19.36,28.0,1.0,0.08,0.05,100,100,18.59,10.56,100.0,0.55,0.279,-0.091
1759158947571,2025-09-29 23:15:47.571,16.84,28.0,1.0,0.08,0.05,100,100,16.62,8.64,100.0,-0.38,0.249,-0.053
1759158952571,2025-09-29 23:15:52.571,16.47,28.0,1.0,0.08,0.05,100,100,19.18,11.16,100.0,0.5,0.288,-0.103
1759158957571,2025-09-29 23:15:57.571,14.44,28.0,1.0,0.08,0.05,100,100,19.53,11.53,100.0,0.07,0.293,-0.111
1759158962571,2025-09-29 23:16:02.571,15.28,28.0,1.0,0.08,0.05,100,100,21.59,13.56,100.0,0.41,0.324,-0.151
1759158967571,2025-09-29 23:16:07.571,15.69,28.0,1.0,0.08,0.05,100,100,20.71,12.72,100.0,-0.17,0.311,-0.134
1759158972571,2025-09-29 23:16:12.571,18.85,28.0,1.0,0.08,0.05,100,100,20.3,12.31,100.0,-0.08,0.305,-0.126
1759158977571,2025-09-29 23:16:17.571,20.72,28.0,1.0,0.08,0.05,100,100,17.11,9.15,100.0,-0.63,0.257,-0.063
1759158982571,2025-09-29 23:16:22.571,21.48,28.0,1.0,0.08,0.05,100,100,15.26,7.28,100.0,-0.37,0.229,-0.026
1759158987571,2025-09-29 23:16:27.571,23.13,28.0,1.0,0.08,0.05,100,100,14.51,6.52,100.0,-0.15,0.218,-0.01
1759158992571,2025-09-29 23:16:32.571,24.88,28.0,1.0,0.08,0.05,100,100,12.86,4.87,100.0,-0.33,0.193,0.023
1759158997571,2025-09-29 23:16:37.571,24.11,28.0,1.0,0.08,0.05,100,100,11.1,3.12,100.0,-0.35,0.166,0.058
1759159002571,2025-09-29 23:16:42.571,22.34,28.0,1.0,0.08,0.05,100,100,11.9,3.89,100.0,0.15,0.178,0.042
1759159007571,2025-09-29 23:16:47.571,20.21,28.0,1.0,0.08,0.05,100,100,13.68,5.66,100.0,0.35,0.205,0.007
1759159012571,2025-09-29 23:16:52.571,21.98,28.0,1.0,0.08,0.05,100,100,15.82,7.79,100.0,0.43,0.237,-0.036
1759159017571,2025-09-29 23:16:57.571,23.13,28.0,1.0,0.08,0.05,100,100,14.0,6.02,100.0,-0.36,0.21,-0.0
1759159022571,2025-09-29 23:17:02.571,21.64,28.0,1.0,0.08,0.05,100,100,12.86,4.87,100.0,-0.23,0.193,0.023
1759159027571,2025-09-29 23:17:07.571,20.82,28.0,1.0,0.08,0.05,100,100,14.38,6.36,100.0,0.3,0.216,-0.007
1759159032571,2025-09-29 23:17:12.571,21.37,28.0,1.0,0.08,0.05,100,100,15.19,7.18,100.0,0.16,0.228,-0.024
1759159037571,2025-09-29 23:17:17.571,20.31,28.0,1.0,0.08,0.05,100,100,14.62,6.63,100.0,-0.11,0.219,-0.013
1759159042571,2025-09-29 23:17:22.571,19.23,28.0,1.0,0.08,0.05,100,100,15.7,7.69,100.0,0.21,0.236,-0.034
1759159047571,2025-09-29 23:17:27.571,18.45,28.0,1.0,0.08,0.05,100,100,16.78,8.77,100.0,0.22,0.252,-0.055
1759159052571,2025-09-29 23:17:32.571,19.53,28.0,1.0,0.08,0.05,100,100,17.56,9.55,100.0,0.15,0.263,-0.071
1759159057571,2025-09-29 23:17:37.571,21.41,28.0,1.0,0.08,0.05,100,100,16.46,8.47,100.0,-0.22,0.247,-0.049
1759159062571,2025-09-29 23:17:42.571,20.17,28.0,1.0,0.08,0.05,100,100,14.58,6.59,100.0,-0.38,0.219,-0.012
1759159067571,2025-09-29 23:17:47.571,17.69,28.0,1.0,0.08,0.05,100,100,15.84,7.83,100.0,0.25,0.238,-0.037
1759159072571,2025-09-29 23:17:52.571,17.34,28.0,1.0,0.08,0.05,100,100,18.33,10.31,100.0,0.5,0.275,-0.086
1759159077571,2025-09-29 23:17:57.571,16.45,28.0,1.0,0.08,0.05,100,100,18.66,10.66,100.0,0.07,0.28,-0.093
1759159082571,2025-09-29 23:18:02.571,15.89,28.0,1.0,0.08,0.05,100,100,19.56,11.55,100.0,0.18,0.293,-0.111
1759159087571,2025-09-29 23:18:07.571,15.32,28.0,1.0,0.08,0.05,100,100,20.11,12.11,100.0,0.11,0.302,-0.122
1759159092571,2025-09-29 23:18:12.571,13.42,28.0,1.0,0.08,0.05,100,100,20.68,12.68,100.0,0.11,0.31,-0.134
1759159097571,2025-09-29 23:18:17.571,13.51,28.0,1.0,0.08,0.05,100,100,22.6,14.58,100.0,0.38,0.339,-0.172
1759159102571,2025-09-29 23:18:22.571,13.74,28.0,1.0,0.08,0.05,100,100,22.49,14.49,100.0,-0.02,0.337,-0.17
1759159107571,2025-09-29 23:18:27.571,12.84,28.0,1.0,0.08,0.05,100,100,22.26,14.26,100.0,-0.05,0.334,-0.165
1759159112571,2025-09-29 23:18:32.571,11.41,28.0,1.0,0.08,0.05,100,100,23.17,15.16,100.0,0.18,0.348,-0.183
1759159117571,2025-09-29 23:18:37.571,9.27,28.0,1.0,0.08,0.05,100,100,24.61,16.59,100.0,0.29,0.369,-0.212
1759159122571,2025-09-29 23:18:42.571,8.83,28.0,1.0,0.08,0.05,100,100,26.75,18.73,100.0,0.43,0.401,-0.255
1759159127571,2025-09-29 23:18:47.571,10.7,28.0,1.0,0.08,0.05,100,100,27.17,19.17,100.0,0.09,0.408,-0.263
1759159132571,2025-09-29 23:18:52.571,6.74,28.0,1.0,0.08,0.05,100,100,25.29,17.3,100.0,-0.37,0.379,-0.226
1759159137571,2025-09-29 23:18:57.571,6.68,28.0,1.0,0.08,0.05,100,100,29.3,21.26,100.0,0.79,0.439,-0.305
1759159142571,2025-09-29 23:19:02.571,4.89,28.0,1.0,0.08,0.05,100,100,29.32,21.32,100.0,0.01,0.44,-0.306
1759159147571,2025-09-29 23:19:07.571,4.78,28.0,1.0,0.08,0.05,100,100,31.13,23.11,100.0,0.36,0.467,-0.342
1759159152571,2025-09-29 23:19:12.571,2.49,28.0,1.0,0.08,0.05,100,100,31.22,23.22,100.0,0.02,0.468,-0.344
1759159157571,2025-09-29 23:19:17.571,3.16,28.0,1.0,0.08,0.05,100,100,33.53,25.51,100.0,0.46,0.503,-0.39
1759159162571,2025-09-29 23:19:22.571,2.53,28.0,1.0,0.08,0.05,100,100,32.83,24.84,100.0,-0.14,0.492,-0.377
1759159167571,2025-09-29 23:19:27.571,3.51,28.0,1.0,0.08,0.05,100,100,33.47,25.47,100.0,0.13,0.502,-0.389
1759159172571,2025-09-29 23:19:32.571,3.11,28.0,1.0,0.08,0.05,100,100,32.48,24.49,100.0,-0.2,0.487,-0.37
1759159177571,2025-09-29 23:19:37.571,2.62,28.0,1.0,0.08,0.05,100,100,32.9,24.89,100.0,0.08,0.493,-0.378
1759159182571,2025-09-29 23:19:42.571,2.69,28.0,1.0,0.08,0.05,100,100,33.38,25.38,100.0,0.1,0.501,-0.388
1759159187571,2025-09-29 23:19:47.571,1.64,28.0,1.0,0.08,0.05,100,100,33.31,25.31,100.0,-0.01,0.5,-0.386
1759159192571,2025-09-29 23:19:52.571,4.37,28.0,1.0,0.08,0.05,100,100,34.37,26.36,100.0,0.21,0.516,-0.407
1759159197571,2025-09-29 23:19:57.571,4.48,28.0,1.0,0.08,0.05,100,100,31.61,23.63,100.0,-0.55,0.474,-0.353
1759159202571,2025-09-29 23:20:02.571,3.63,28.0,1.0,0.08,0.05,100,100,31.52,23.52,100.0,-0.02,0.473,-0.35
1759159207571,2025-09-29 23:20:07.571,3.52,28.0,1.0,0.08,0.05,100,100,32.38,24.37,100.0,0.17,0.486,-0.367
1759159212571,2025-09-29 23:20:12.571,1.97,28.0,1.0,0.08,0.05,100,100,32.48,24.48,100.0,0.02,0.487,-0.37
1759159217571,2025-09-29 23:20:17.571,4.32,28.0,1.0,0.08,0.05,100,100,34.05,26.03,100.0,0.31,0.511,-0.401
1759159222571,2025-09-29 23:20:22.571,7.32,28.0,1.0,0.08,0.05,100,100,31.66,23.68,100.0,-0.47,0.475,-0.354
1759159227571,2025-09-29 23:20:27.571,7.63,28.0,1.0,0.08,0.05,100,100,28.65,20.68,100.0,-0.6,0.43,-0.294
1759159232571,2025-09-29 23:20:32.571,8.63,28.0,1.0,0.08,0.05,100,100,28.36,20.37,100.0,-0.06,0.425,-0.287
1759159237571,2025-09-29 23:20:37.571,7.55,28.0,1.0,0.08,0.05,100,100,27.36,19.37,100.0,-0.2,0.41,-0.267
1759159242571,2025-09-29 23:20:42.571,7.2,28.0,1.0,0.08,0.05,100,100,28.46,20.45,100.0,0.22,0.427,-0.289
1759159247571,2025-09-29 23:20:47.571,7.44,28.0,1.0,0.08,0.05,100,100,28.81,20.8,100.0,0.07,0.432,-0.296
1759159252571,2025-09-29 23:20:52.571,5.65,28.0,1.0,0.08,0.05,100,100,28.55,20.56,100.0,-0.05,0.428,-0.291
1759159257571,2025-09-29 23:20:57.571,6.69,28.0,1.0,0.08,0.05,100,100,30.37,22.35,100.0,0.36,0.455,-0.327
1759159262571,2025-09-29 23:21:02.571,5.73,28.0,1.0,0.08,0.05,100,100,29.3,21.31,100.0,-0.21,0.44,-0.306
1759159267571,2025-09-29 23:21:07.571,7.06,28.0,1.0,0.08,0.05,100,100,30.28,22.27,100.0,0.19,0.454,-0.325
1759159272571,2025-09-29 23:21:12.571,9.38,28.0,1.0,0.08,0.05,100,100,28.93,20.94,100.0,-0.27,0.434,-0.299
1759159277571,2025-09-29 23:21:17.571,9.58,28.0,1.0,0.08,0.05,100,100,26.6,18.62,100.0,-0.46,0.399,-0.252
1759159282571,2025-09-29 23:21:22.571,9.55,28.0,1.0,0.08,0.05,100,100,26.42,18.42,100.0,-0.04,0.396,-0.248
1759159287571,2025-09-29 23:21:27.571,12.85,28.0,1.0,0.08,0.05,100,100,26.45,18.45,100.0,0.01,0.397,-0.249
1759159292571,2025-09-29 23:21:32.571,12.64,28.0,1.0,0.08,0.05,100,100,23.12,15.15,100.0,-0.66,0.347,-0.183
1759159297571,2025-09-29 23:21:37.571,9.56,28.0,1.0,0.08,0.05,100,100,23.36,15.36,100.0,0.04,0.35,-0.187
1759159302571,2025-09-29 23:21:42.571,9.93,28.0,1.0,0.08,0.05,100,100,26.47,18.44,100.0,0.61,0.397,-0.249
1759159307571,2025-09-29 23:21:47.571,8.81,28.0,1.0,0.08,0.05,100,100,26.07,18.07,100.0,-0.07,0.391,-0.241
1759159312571,2025-09-29 23:21:52.571,10.04,28.0,1.0,0.08,0.05,100,100,27.2,19.19,100.0,0.22,0.408,-0.264
1759159317571,2025-09-29 23:21:57.571,10.63,28.0,1.0,0.08,0.05,100,100,25.95,17.96,100.0,-0.25,0.389,-0.239
1759159322571,2025-09-29 23:22:02.571,12.69,28.0,1.0,0.08,0.05,100,100,25.36,17.37,100.0,-0.12,0.38,-0.227
1759159327571,2025-09-29 23:22:07.571,14.76,28.0,1.0,0.08,0.05,100,100,23.29,15.31,100.0,-0.41,0.349,-0.186
1759159332571,2025-09-29 23:22:12.571,13.51,28.0,1.0,0.08,0.05,100,100,21.22,13.24,100.0,-0.41,0.318,-0.145
1759159337571,2025-09-29 23:22:17.571,14.49,28.0,1.0,0.08,0.05,100,100,22.5,14.49,100.0,0.25,0.338,-0.17
1759159342571,2025-09-29 23:22:22.571,15.93,28.0,1.0,0.08,0.05,100,100,21.5,13.51,100.0,-0.2,0.323,-0.15
1759159347571,2025-09-29 23:22:27.571,14.94,28.0,1.0,0.08,0.05,100,100,20.06,12.07,100.0,-0.29,0.301,-0.121
1759159352571,2025-09-29 23:22:32.571,12.35,28.0,1.0,0.08,0.05,100,100,21.07,13.06,100.0,0.2,0.316,-0.141
1759159357571,2025-09-29 23:22:37.571,13.93,28.0,1.0,0.08,0.05,100,100,23.67,15.65,100.0,0.52,0.355,-0.193
1759159362571,2025-09-29 23:22:42.571,16.13,28.0,1.0,0.08,0.05,100,100,22.05,14.07,100.0,-0.32,0.331,-0.161
1759159367571,2025-09-29 23:22:47.571,17.84,28.0,1.0,0.08,0.05,100,100,19.85,11.87,100.0,-0.44,0.298,-0.117
1759159372571,2025-09-29 23:22:52.571,17.18,28.0,1.0,0.08,0.05,100,100,18.14,10.16,100.0,-0.34,0.272,-0.083
1759159377571,2025-09-29 23:22:57.571,18.07,28.0,1.0,0.08,0.05,100,100,18.82,10.82,100.0,0.13,0.282,-0.096
1759159382571,2025-09-29 23:23:02.571,19.53,28.0,1.0,0.08,0.05,100,100,17.92,9.93,100.0,-0.18,0.269,-0.079
1759159387571,2025-09-29 23:23:07.571,19.2,28.0,1.0,0.08,0.05,100,100,16.45,8.47,100.0,-0.29,0.247,-0.049
1759159392571,2025-09-29 23:23:12.571,21.21,28.0,1.0,0.08,0.05,100,100,16.8,8.8,100.0,0.07,0.252,-0.056
1759159397571,2025-09-29 23:23:17.571,21.37,28.0,1.0,0.08,0.05,100,100,14.77,6.79,100.0,-0.4,0.222,-0.016
1759159402571,2025-09-29 23:23:22.571,21.05,28.0,1.0,0.08,0.05,100,100,14.63,6.63,100.0,-0.03,0.219,-0.013
1759159407571,2025-09-29 23:23:27.571,21.29,28.0,1.0,0.08,0.05,100,100,14.95,6.95,100.0,0.06,0.224,-0.019
1759159412571,2025-09-29 23:23:32.571,20.36,28.0,1.0,0.08,0.05,100,100,14.71,6.71,100.0,-0.05,0.221,-0.014
1759159417571,2025-09-29 23:23:37.571,21.66,28.0,1.0,0.08,0.05,100,100,15.65,7.64,100.0,0.19,0.235,-0.033
1759159422571,2025-09-29 23:23:42.571,22.22,28.0,1.0,0.08,0.05,100,100,14.33,6.34,100.0,-0.26,0.215,-0.007
1759159427571,2025-09-29 23:23:47.571,20.48,28.0,1.0,0.08,0.05,100,100,13.77,5.78,100.0,-0.11,0.207,0.004
1759159432571,2025-09-29 23:23:52.571,22.05,28.0,1.0,0.08,0.05,100,100,15.54,7.52,100.0,0.35,0.233,-0.03
1759159437571,2025-09-29 23:23:57.571,21.15,28.0,1.0,0.08,0.05,100,100,13.94,5.95,100.0,-0.31,0.209,0.001
1759159442571,2025-09-29 23:24:02.571,18.95,28.0,1.0,0.08,0.05,100,100,14.86,6.85,100.0,0.18,0.223,-0.017
1759159447571,2025-09-29 23:24:07.571,18.45,28.0,1.0,0.08,0.05,100,100,17.08,9.05,100.0,0.44,0.256,-0.061
1759159452571,2025-09-29 23:24:12.571,19.25,28.0,1.0,0.08,0.05,100,100,17.55,9.55,100.0,0.1,0.263,-0.071
1759159457571,2025-09-29 23:24:17.571,18.96,28.0,1.0,0.08,0.05,100,100,16.74,8.75,100.0,-0.16,0.251,-0.055
1759159462571,2025-09-29 23:24:22.571,21.2,28.0,1.0,0.08,0.05,100,100,17.04,9.04,100.0,0.06,0.256,-0.061
1759159467571,2025-09-29 23:24:27.571,19.39,28.0,1.0,0.08,0.05,100,100,14.78,6.8,100.0,-0.45,0.222,-0.016
1759159472571,2025-09-29 23:24:32.571,20.13,28.0,1.0,0.08,0.05,100,100,16.63,8.61,100.0,0.36,0.249,-0.052
1759159477571,2025-09-29 23:24:37.571,20.83,28.0,1.0,0.08,0.05,100,100,15.87,7.87,100.0,-0.15,0.238,-0.037
